64,184,17,50,209,3,157,73,113,88,155,33,116,6,91,163,118,128,29,143,25,79,220,95,165,Class_Type,[Factor_0]
0.471739086,0.615569023,3.713330833,-9.79E-02,-8.01E-01,-2.24E-01,-1.31E-02,-3.08E-02,-5.95E-01,1.442349815,0.115356861,0.198813837,-7.64E-02,-7.21E-02,-4.80E-01,-7.31E-02,0.349674328,3.796337325,-1.64E-01,0.591582949,-2.26E-01,-6.79E-01,-5.10E-01,-2.42E-01,-2.27E-01,Healthy Control,Cluster 1
-7.29E-01,-6.29E-01,-6.06E-01,-6.13E-01,-8.17E-01,-7.00E-01,-8.19E-01,-7.01E-01,-4.55E-01,-7.69E-01,-6.92E-01,-3.49E-01,-6.12E-01,-6.51E-01,-6.36E-01,-6.41E-01,-8.21E-01,-3.61E-01,-5.70E-01,-7.25E-01,-8.56E-01,0.138089373,-6.72E-01,-7.74E-01,-6.52E-01,Healthy Control,Cluster 2
-3.20E-01,-4.83E-01,-6.06E-01,-7.23E-01,-7.95E-01,-5.78E-01,-7.76E-01,-4.86E-01,-5.20E-01,-7.39E-01,-6.01E-01,-3.42E-01,-8.13E-01,-6.66E-01,-7.86E-01,-4.62E-01,0.135331286,-5.14E-01,-6.54E-01,-9.20E-01,-7.56E-01,-3.58E-01,-6.58E-01,-6.12E-01,-6.30E-01,Healthy Control,Cluster 2
-7.67E-01,-7.42E-01,-7.68E-01,-7.13E-01,-8.05E-01,-7.78E-01,-7.32E-01,-5.46E-01,-8.34E-01,-7.20E-01,-5.42E-01,-3.26E-01,-6.71E-01,-7.81E-01,-5.40E-01,-8.09E-01,2.483007859,-3.99E-01,-6.32E-01,-7.33E-01,-7.66E-01,-4.09E-01,-7.40E-01,-8.80E-01,-9.02E-01,Healthy Control,Cluster 2
-7.19E-01,-8.60E-01,-9.56E-01,-6.88E-01,-8.48E-01,-9.09E-01,-8.97E-01,-5.61E-01,-9.52E-01,-7.05E-01,-4.85E-01,-3.35E-01,-9.30E-01,0.516974015,-8.93E-01,-8.83E-01,-8.04E-01,-4.87E-01,-5.59E-01,-5.93E-01,-6.99E-01,-4.85E-01,-8.57E-01,-7.48E-01,-7.51E-01,Healthy Control,Cluster 2
1.194602969,0.61131702,0.496602492,0.497923994,-2.84E-01,-1.03E+00,1.52909122,-1.76E-02,-5.70E-01,1.555633738,0.513546023,-1.90E-01,-5.30E-01,-8.48E-01,-1.06E+00,0.051055962,1.108867651,0.969245668,0.402347378,0.593849072,-7.52E-01,-4.30E-01,0.715069796,-4.48E-01,-2.76E-01,Healthy Control,Cluster 1
1.560398477,1.037248466,1.198200277,-3.80E-02,-7.95E-01,-3.67E-01,0.051223894,-1.45E-01,-3.94E-01,1.576702748,0.070745141,0.521202918,-5.31E-02,-3.26E-03,-4.43E-01,-7.35E-02,0.555309558,4.232983656,-1.57E-01,0.928343587,-3.78E-01,-7.58E-01,0.187689445,0.623404274,-2.70E-01,Healthy Control,Cluster 1
1.188184576,1.103222781,0.990741832,0.587529264,-7.91E-01,-4.75E-01,0.629268383,-4.22E-02,-5.49E-01,0.876733539,1.003769325,1.149882988,-7.05E-02,-7.64E-02,0.312399624,-1.84E-02,-4.45E-02,0.720831467,-5.65E-01,1.247981172,-3.57E-01,-5.91E-01,1.178412279,0.641703136,-6.86E-02,Healthy Control,Cluster 1
0.784164841,1.637005229,0.72359882,0.050539692,-5.63E-01,-9.12E-01,0.289688714,-7.39E-03,-6.05E-01,1.52567631,-6.12E-02,-8.02E-02,-3.43E-01,-1.79E-01,-4.14E-01,-5.51E-02,0.717074918,1.117949874,-9.78E-02,0.154252135,-2.22E-01,-5.68E-01,0.096272607,1.091599495,-2.01E-01,Healthy Control,Cluster 1
0.500493242,-3.81E-01,0.732415798,-6.68E-01,-3.16E-01,0.140603167,-5.61E-01,-7.15E-01,-4.02E-01,-3.15E-01,-8.64E-01,-3.09E-01,-4.77E-01,-6.77E-01,-7.39E-01,-8.13E-01,0.705429676,-4.74E-01,-3.91E-01,-4.44E-01,-6.93E-01,-2.84E-01,-3.25E-01,-3.89E-01,-5.88E-01,Healthy Control,Cluster 2
0.020058152,-3.15E-01,-5.02E-01,-9.20E-01,-8.88E-01,-7.44E-01,0.044135726,-6.18E-01,-4.99E-01,-7.52E-01,-6.97E-01,-4.09E-01,-7.92E-02,-2.96E-01,-6.83E-01,-1.50E-01,0.27484165,-4.70E-01,-8.24E-01,-4.76E-01,-8.85E-01,-5.10E-01,-8.20E-01,-9.62E-01,-7.95E-01,Healthy Control,Cluster 2
1.082260686,-7.13E-01,-2.77E-01,0.336866914,-4.08E-01,-4.71E-01,-5.69E-01,0.426859117,4.426497685,6.54127451,0.501199906,3.201113515,-3.72E-01,2.040747146,-7.79E-01,-1.53E-02,1.031765897,0.284301461,0.917817199,0.203440952,0.334126778,-5.77E-01,-3.12E-01,-1.81E-01,-3.60E-01,Not Healthy or Treatment Control,Cluster 1
1.288754323,-4.94E-01,-3.25E-01,0.539380051,-4.46E-01,0.767406146,-7.18E-01,0.640529534,1.268352289,0.557634207,1.215758843,0.835793894,-2.61E-01,4.163574441,-5.55E-01,-2.39E-01,2.578299858,-2.35E-01,1.651142853,0.101241636,0.533082189,-5.52E-01,-1.37E-01,-3.61E-01,-1.35E-02,Not Healthy or Treatment Control,Cluster 1
0.155262054,-8.60E-01,-5.78E-01,0.220472786,-5.05E-01,-3.06E-01,-4.99E-01,0.654392183,2.277705145,3.367913568,2.485036547,0.07850101,-4.03E-01,1.61766214,-5.34E-01,-1.13E-01,0.551657316,0.319106952,4.356236768,-2.11E-01,0.344945365,-7.68E-01,-1.65E-01,-2.98E-01,-2.51E-01,Not Healthy or Treatment Control,Cluster 1
1.194343743,-3.60E-01,-4.91E-01,0.546652416,-4.44E-01,0.003548677,-7.12E-01,0.575809424,1.905915614,0.49182459,2.094182448,0.433110369,-6.03E-01,2.090919996,-8.18E-01,-3.38E-01,1.446292857,0.176601255,1.740898841,-3.25E-02,0.064388891,-3.80E-01,-3.14E-01,-2.74E-01,-1.44E-01,Not Healthy or Treatment Control,Cluster 1
2.620496422,-5.03E-01,-4.58E-01,0.379609816,-3.62E-01,2.026796235,-4.03E-01,0.515394533,1.698910116,1.233990082,0.60617856,0.643452347,-1.83E-01,3.267621318,-8.17E-01,-1.91E-01,2.081983086,-2.41E-01,2.013254768,-5.16E-02,1.56736313,-5.95E-01,-1.85E-01,-5.50E-02,-1.10E-01,Not Healthy or Treatment Control,Cluster 1
0.652691624,-6.21E-01,-1.14E-01,0.63096243,-3.53E-01,-2.80E-01,-4.98E-01,0.705818464,3.070121808,0.712697473,0.038741876,1.287210719,-3.00E-01,0.8989843,-8.01E-01,-3.05E-01,2.103212562,-4.48E-01,1.46667409,0.253698578,-6.76E-02,-2.82E-02,-1.23E-01,-1.50E-01,-1.03E-01,Not Healthy or Treatment Control,Cluster 1
1.019250582,-5.22E-01,-2.32E-01,0.354075865,-3.63E-01,-3.52E-01,-6.05E-01,0.420639769,2.410486059,0.385666671,0.668011699,0.062983813,-6.49E-01,0.284059388,-9.91E-02,-4.24E-01,1.11284525,-1.44E-01,0.865382768,-2.85E-01,-2.59E-01,-6.09E-01,-3.18E-01,-1.34E-01,-2.02E-01,Not Healthy or Treatment Control,Cluster 1
0.930868234,-4.53E-01,-4.98E-01,0.436977296,-3.26E-01,-8.29E-02,-5.64E-01,0.545720848,2.600674281,1.00338736,1.243457799,0.131674894,-6.76E-01,1.083378507,-8.62E-01,-4.29E-01,2.040262827,-3.10E-02,1.300736696,-1.53E-01,-1.85E-01,-6.74E-01,-2.25E-01,-1.38E-01,-1.74E-01,Not Healthy or Treatment Control,Cluster 1
0.270004804,-5.49E-01,-3.50E-01,0.389437278,-5.82E-01,-3.39E-01,-5.96E-01,0.403363065,2.347973924,0.716521651,-1.51E-03,-6.33E-02,-6.26E-01,-2.76E-02,-3.61E-01,-3.40E-01,1.470379703,0.227368409,1.107646684,-2.58E-01,-7.83E-02,-4.29E-01,-1.41E-01,-1.71E-01,-1.36E-01,Not Healthy or Treatment Control,Cluster 1
1.214306473,-5.80E-01,-1.09E-01,0.537738212,-5.73E-01,-8.66E-02,-2.40E-01,0.612262845,2.338773767,0.979555178,0.997550165,0.053995742,-3.08E-01,4.4560098,-4.25E-01,-2.08E-01,3.265964675,0.068631555,1.825820523,-1.24E-01,0.795349327,-8.36E-01,-3.60E-01,0.049381997,-1.01E-01,Not Healthy or Treatment Control,Cluster 1
1.28860359,-6.98E-01,-3.26E-01,0.518802014,-4.91E-01,-5.95E-01,-3.33E-01,0.59622795,2.348445135,0.500599489,0.056089122,1.039643669,-5.00E-01,2.348594096,-8.03E-01,-2.42E-01,3.179537632,-2.67E-01,3.468103974,0.046637729,-1.09E-01,-5.42E-01,-1.30E-01,0.153285536,-1.13E-01,Not Healthy or Treatment Control,Cluster 1
0.623195917,-7.09E-01,-4.49E-01,0.401614856,-4.94E-01,-4.66E-01,-7.44E-01,0.606656319,1.19440884,2.057346823,0.299281145,1.784058092,-1.04E-01,0.660551815,-8.87E-01,-1.97E-01,2.155537251,0.418619125,2.908505731,0.088145423,-3.06E-01,-5.39E-01,-3.06E-01,-2.66E-01,-2.21E-01,Not Healthy or Treatment Control,Cluster 1
1.596880164,-7.25E-01,-4.24E-01,0.162473157,-4.05E-01,-7.15E-02,-2.44E-01,0.350692922,1.307632829,0.565537258,5.57679596,0.432309102,-3.80E-01,1.90377206,-6.83E-01,-2.59E-01,2.027272234,-1.12E-01,0.718092301,-1.30E-01,0.870448186,-6.81E-01,-3.28E-01,-5.08E-04,-2.32E-01,Not Healthy or Treatment Control,Cluster 1
1.12235775,-7.79E-01,-3.17E-01,0.386657915,-3.24E-01,-5.77E-01,-3.69E-01,0.452992908,1.836763498,0.613182064,-2.17E-01,-1.42E-01,-3.98E-01,1.066861707,-8.33E-01,-1.19E-01,2.85441678,-7.17E-02,1.227415785,-7.53E-02,0.229307332,-1.95E-01,-3.40E-01,-2.63E-03,-1.69E-01,Not Healthy or Treatment Control,Cluster 1
