,64,184,17,50,209,3,157,73,113,88,155,33,116,6,91,163,118,128,29,143,25,79,220,95,165,120,89,146,23,140,90,4,129,239,171,216,210,192,123,174,106,200,231,70,63,99,191,222,68,235,Class_Type
177,-0.4735562399044824,-0.4281758786625256,0.5618766927166874,-0.9294610117527555,-0.7181857956372906,-0.384755089044594,0.44872984279003325,-0.10242487610644854,-0.44457113216722915,-0.29438225087799724,-0.4286348444203514,-0.5937845971654493,0.05128685340604623,0.19325923235219925,-0.3152904530591301,-0.18715761277021567,0.35157819959809905,-0.3856380888113897,-0.582627648587174,0.8172904210137331,-0.8086109418363744,0.7726104428378894,0.13982758338884096,0.18045233071767974,0.1456072618404287,1.8068167880134796,-0.7718071399587874,-0.08048174465601758,1.1138377153896006,2.4960502757314167,0.13235741636944318,2.8403262605894186,-0.4412328566620965,0.06248060450162446,0.47599819372294255,0.9369809390195715,-0.548252099846568,1.2390606059578209,-0.7729562108306735,1.1649668547994574,-0.7984524557989163,-0.839846127239466,-0.338633609921101,-0.3972850724596668,-0.6427013181345446,0.03388545084870262,1.361947112223234,-0.81451944602963,0.43631153193516836,-0.11374765518327744,Healthy Control
149,-0.7595744318288089,-0.7275426777730608,-0.6828211671757107,-0.5927123257123333,-0.7988950797212254,-0.6700460788439437,-0.7834688283064161,-0.5578346285502652,-0.5060098322038385,-0.7927606114747077,-0.6257825483262491,-0.3234378586011887,-0.6741507963100922,0.16924638068580972,-0.5599451496484944,-0.7582082873795986,-0.39188056172674407,-0.3309188990311922,-0.47745341043057804,0.630396660152957,-0.6774221221731059,-0.6774221221731059,-0.7761819616742816,-0.6762493791048004,-0.771909535735317,-0.7406354687981362,-0.6243636488978508,-0.7595048701608071,-0.6596977426935292,-0.7505298187974697,-0.3477527261723793,-0.4370646735004378,-0.6759445729153705,-0.6310071465091835,-0.43997133574225356,-0.49961759665068656,1.033152279816269,-0.3435888989595291,-0.6266240218219081,-0.6553318320656335,-0.7514217684931729,-0.7808127270444511,-0.6816229834780239,-0.1938495872376235,-0.6924602400838835,-0.5302948679500905,-0.738329550773483,-0.6795225440512185,-0.15318143464623618,-0.49961759665068656,Healthy Control
148,-0.6932348708361147,-0.869521264217233,-0.7566441981386726,-0.620888281219993,-0.7663673345110213,-0.7269358013105031,-0.7778067401902824,-0.6477761925591958,-0.5138276781803551,-0.8404049791370694,-0.3692086971741825,-0.3177281738757283,-0.8056639849185747,-0.721676523350847,-0.5436292411833279,-0.7488887780123342,-0.8105717761171932,-0.4531022781761911,-0.6837120818596953,0.016038143034533464,-0.6238362483299715,-0.3658543625339377,-0.7286838333182885,-0.5498371496856985,-0.5307430120760194,-0.8380132473303976,-0.8818985848106077,-0.7065078472563956,-0.24753113934944948,-0.7771030264366611,-0.330312962277102,-0.7884117867834552,-0.5031189250365988,-0.8118373668306159,-0.5177969884453516,-0.66778871410348,0.46423532273050827,-0.6446083648630283,-0.5149604406158685,-0.7472235740296383,-0.7792153949845709,-0.6209758945078097,-0.6244010089148847,-0.7131502128072363,-0.4757506675396305,-0.5951893833622083,-0.3328019444936204,-0.5126959737409711,0.07884015443960164,-0.6492800471019959,Healthy Control
147,-0.37208415847461057,-0.8030695292447069,-0.7610093919709847,-0.3443354470380724,-0.785597881064564,-0.6553407928738716,-0.9523473144485012,-0.7547449172475144,-0.7978870902975806,-0.8373887222851524,-0.6317172050138881,-0.12931675502857132,-0.5345946820939983,-0.8150121271781581,-0.6776140890726412,-0.7084354612923124,-0.03752263647785344,-0.5235188449901443,-0.47639152996015793,0.1982549906534277,0.1247010732864045,2.4211546000886965,0.11201674504391891,-0.9039955415926975,-0.41938834810389297,-0.5210879043096336,-0.8746019595145694,-0.9568823352074738,-0.7858102451858937,-0.6630725763991322,-0.3137243751235507,-0.5213696290558476,-0.9412232579605788,-0.8972329744141472,-0.9273833581530566,2.514477729379018,0.04330326807372354,0.3115963814641344,-0.714737658179732,-0.3055991384656395,-0.7634274886316677,-0.7096038488257748,-0.7154731409223247,0.32789770891163605,-0.9083000123725141,-0.6679006854387987,-0.9126991170150061,-0.5905617008448544,0.08053633628610395,-0.441617018754471,Healthy Control
146,-0.3676518142269581,-0.328958256039809,-0.578482045357078,-0.6110516300975382,-0.5864103590133997,-0.8806525622323349,-0.407744148303871,-0.6664412014929129,-0.6309517866298904,-0.8239890495864937,-0.5099524838073164,-0.4054144576809603,-0.7545806490601308,-0.49304578956553424,-0.8690854452247458,-0.9338024524330408,-0.5393730307053541,-0.4901702895230282,-0.7217667209969979,-0.5933620661776448,-0.6481470124359475,0.1247996690946281,-0.8209417449616454,-0.5600723125854467,-0.5222837292400027,0.1668609092910439,-0.7857148360900936,-0.8739717462002781,-0.7013880567775795,-0.727374807693074,-0.37690082963945415,-0.6481470124359475,-0.6133623232305527,-0.8279256420590233,-0.6104152594085553,-0.7046104317493836,-0.8118468966783777,-0.8575719375731882,-0.7393814839367466,-0.793122109177,-0.8155939258339497,-0.8065738510903676,-0.6752493978118702,-0.5226280257475115,-0.6016379979759141,-0.5624202173837721,-0.3592586835783798,-0.5802672530668548,0.024459698597612035,0.5185989898020241,Healthy Control
145,-0.4765015814633796,-0.4630654890606095,-0.3309190638916829,-0.46228814540829,-0.35444984842507143,-0.5897981220592987,-0.5600884347688673,-0.601697878438935,-0.4637548928540787,-0.7474347813443802,-0.5853894680788334,-0.35766071277389966,-0.7309438514531279,-0.46915181305311426,-0.7967884434010825,-0.6673750960150786,-0.2036979733273327,-0.4940646556732232,-0.5533498943936476,-0.4021258992423249,-0.6483710355552595,0.015684920588759522,-0.7796704079882737,-0.5489638103888884,-0.40065666143789525,0.235203844541259,-0.7036419854154806,-0.6313131228670802,-0.7630400450089181,-0.7622695029305928,-0.49003582777859717,-0.5888296071176709,-0.7101346675274571,-0.6477016931987046,-0.7005689045186279,0.6914045444598368,-0.7510566745740043,-0.8034303865092187,-0.6705114599829651,-0.793078944875182,-0.7628867482440844,-0.798073431386126,-0.7476523163722026,-0.60630247100097,-0.568367486772307,-0.5432167872412639,-0.39208221757077005,-0.5554965868366974,0.06126935116047356,0.3642230070839517,Healthy Control
144,-0.13225618026970629,-0.2694434612418267,-0.6637902082877093,-0.612664042365399,-0.40379107505314776,-0.6212601929190865,-0.7690884949405153,-0.6403196632261795,-0.44064423266075575,5.173108697097457,1.0401517366447297,-0.6519916156902766,-0.7479955006433209,0.9374319242905188,2.894877685311031,-0.39350272041965123,-0.4600249762505932,-0.6216441129550453,-0.1682454262959217,-0.44131554564585357,-0.27989980650437635,-0.3004645623363305,0.005450625762067842,0.31077740671114046,3.071362374224686,-0.3499616121128326,-0.7374445957527398,-0.3280149656584361,-0.1783264467909805,-0.5311153645182944,-0.40387292239375455,-0.7395451742910605,-0.3820192320117409,-0.6475841244733905,0.5577010804673798,-0.5495176023673745,-0.36858025262966065,1.4821579774742015,-0.49988311826656284,1.9781937065522535,0.49235216947799054,1.1426595895197194,-0.7049213989409141,-0.7680183139990346,-0.4926823611240234,-0.7187509351136544,-0.22416236466077866,-0.656897821560273,-0.33134675424668497,-0.5685500986803904,Healthy Control
143,-0.596600580306379,-0.7709823523933695,-0.6921458836902643,-0.7462882989905613,-0.6143454812233107,0.01581826837029718,-0.7702908467423075,-0.5375932060307792,-0.49457690011307215,-0.6355350926466529,-0.4087580997471959,-0.32491285377965007,-0.6722923813919078,0.21373274983313706,-0.6439014817814881,-0.5452375624923572,-0.6136624285726794,-0.48974603971558683,-0.534064658283461,-0.40927919926313444,-0.8002792576186155,-0.7942206177395966,-0.5908496957063721,-0.6240190161872834,-0.6273200944922448,0.4940959846740795,-0.8136341154651877,-0.5658266673835297,-0.48310433598886526,-0.6422227403992089,-0.3339829324905314,-0.5793308656383795,-0.7866738759322712,-0.6049714565247724,-0.5989758588155293,-0.7738818843056641,0.4614345592186532,-0.814728594218076,-0.5585075737878519,-0.7075384076243153,-0.5574774146361097,-0.7521462343201034,-0.5937102824471635,-0.45056814474803175,-0.40653355615157843,-0.4230418264042356,-0.49039859012042364,-0.712208940357543,-0.2578466147801681,-0.520967712104647,Healthy Control
142,-0.4630653944711085,-0.6531282458517134,-0.7683706157829934,-0.7534146603528856,-0.760530996505372,-0.7482695770921903,-0.7485090110057601,-0.5478154511204654,-0.40013837701778643,-0.8539325532925975,-0.6197478876337943,-0.4482218536553784,-0.6152759308969158,-0.8305241142332999,-0.6925654403859706,-0.8529716743385753,-0.030813719473288502,-0.4933299307218857,-0.5921609044110114,-0.7412333413403643,-0.834252207207403,-0.3327728745273137,-0.7048448268454833,-0.47799088745549395,-0.6203203381098499,-0.8651520962071665,-0.3949726748558952,-0.6881775111760164,-0.23190370600150195,-0.6113095475621433,-0.4384391171100885,-0.6233017915849892,-0.621580756812165,-0.22036096015721532,-0.6470907109575226,-0.2712546697696924,-0.32236367764532886,-0.6391922113009983,-0.6761983307268828,-0.6377472086514081,-0.6713942557175857,-0.8630180738864289,-0.44665088023095917,-0.8052575768040424,-0.5477080940941077,-0.6500265631560159,-0.7597440174314447,-0.5171040359457222,0.04523243659497471,-0.08233203869725406,Healthy Control
